id,buggy_code,fixed_code,commit_message,commit_url,date
881,"while True
    do_something()
# Sample ID: 881","while True:
    do_something()
# Sample ID: 881",Improved readability with proper indentation,https://github.com/open-source-repo/commit/2d3d636044f6b565c61a8886dffa011da19d984f,2025-03-20
882,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 882","def greet(name):
    print('Hello, ' + name)
# Sample ID: 882",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/302562a9a45bb90c6e27ee82cc3f3b8e579a27ff,2024-05-05
883,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 883","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 883",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/c5b81805c3bd358e499e0e789febea78a5da6610,2023-08-03
884,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 884","def greet(name):
    print('Hello, ' + name)
# Sample ID: 884",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/6a7ae42bc13b3d17ce8f2139684fcc9f46ec356f,2024-10-06
885,"if x = 5:
    print('x is 5')
# Sample ID: 885","if x == 5:
    print('x is 5')
# Sample ID: 885",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/cfe71f6d7ffe7e158b1cc91fefa2873cec524834,2024-03-09
886,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 886","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 886",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/ff76671a2c05a83463982b7beee87711eda623ef,2023-11-30
887,"if x = 5:
    print('x is 5')
# Sample ID: 887","if x == 5:
    print('x is 5')
# Sample ID: 887",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/0bba8ee29df4d3cb162ff444bfa2723cca45740b,2024-05-16
888,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 888","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 888",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/30919bba96dfd4e39579be9b0b8215dff16e29a2,2023-11-23
889,"for i in range(10):
print(i)
# Sample ID: 889","for i in range(10):
    print(i)
# Sample ID: 889",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/0fbdb198874f67d05f677b4066ea5796ea3005bb,2025-02-14
890,"x = [1, 2, 3]
print x
# Sample ID: 890","x = [1, 2, 3]
print(x)
# Sample ID: 890",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/6cc8bce01e4507663dbe8d3a283748e1cf4c6ca5,2025-06-28
891,"x = [1, 2, 3]
print x
# Sample ID: 891","x = [1, 2, 3]
print(x)
# Sample ID: 891",Improved readability with proper indentation,https://github.com/open-source-repo/commit/d9572d7ca7906e15a29d6287ef92e768fae62caa,2024-12-06
892,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 892","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 892",Added missing parentheses for print function,https://github.com/open-source-repo/commit/e7431eb8649fb2804f6c25c2efec9b2050036439,2023-09-30
893,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 893","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 893",Added missing parentheses for print function,https://github.com/open-source-repo/commit/74329f2fe57557182b3f5146b2b98211833576e2,2025-06-11
894,"for i in range(10):
print(i)
# Sample ID: 894","for i in range(10):
    print(i)
# Sample ID: 894",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/473066bb965dbcb09a30579759e033d9b2aee623,2024-11-21
895,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 895","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 895",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/1799a3f6bd79f8bfe0c2b18d8d5bc955e3154687,2023-11-14
896,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 896","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 896",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/7a713df4964cf9008ce2157040fe962fb4e147e5,2025-06-30
897,"for i in range(10):
print(i)
# Sample ID: 897","for i in range(10):
    print(i)
# Sample ID: 897",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/b736964861a18b28eb6567cd764fdf6216fd0cdd,2025-06-21
898,"while True
    do_something()
# Sample ID: 898","while True:
    do_something()
# Sample ID: 898",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/e67a2f77440731db5890ba1733f0962191fd769c,2025-06-25
899,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 899","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 899",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/1032e9d4fe297fb7b31e8acd0c5b4a26ff018473,2025-06-07
900,"def add(a, b)
    return a + b
# Sample ID: 900","def add(a, b):
    return a + b
# Sample ID: 900",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/06b5347c246483aaddd400c26734fecd77dec9fe,2025-04-20
901,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 901","def greet(name):
    print('Hello, ' + name)
# Sample ID: 901",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/3d2606a10aaa5e9d99bcb88b78fb0ddf35e020a8,2025-01-21
902,"def foo()
    print('Missing colon in function definition')
# Sample ID: 902","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 902",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/43287f4609ae76ec134ccdd01c19a828833ed8cf,2024-02-16
903,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 903","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 903",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/3f80a3340d3fd6807099f22d7011230880641e34,2024-10-25
904,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 904","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 904",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/af19b091ae6db9aa1593b4e2726e7a68848dfd96,2024-06-18
905,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 905","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 905",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/370348af95a3008ea7c05f0590b7eaab6fbb7821,2024-12-07
906,"for i in range(10):
print(i)
# Sample ID: 906","for i in range(10):
    print(i)
# Sample ID: 906",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/07643ef3c113825783814331fc69268a5d30834f,2024-09-16
907,"for i in range(10):
print(i)
# Sample ID: 907","for i in range(10):
    print(i)
# Sample ID: 907",Updated function definition to include colon,https://github.com/open-source-repo/commit/8b5cb0e3fe7e4a359ab6ee93e21e41ccf5da788b,2024-07-14
908,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 908","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 908",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/2663a1e1d6b0b822c86912524737670c563fcec0,2023-11-06
909,"for i in range(10):
print(i)
# Sample ID: 909","for i in range(10):
    print(i)
# Sample ID: 909",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/af4fdbc8f56a4362ec96c01258d24e1855ca5440,2025-03-24
910,"for i in range(10):
print(i)
# Sample ID: 910","for i in range(10):
    print(i)
# Sample ID: 910",Improved readability with proper indentation,https://github.com/open-source-repo/commit/86e093bd780d392cb6cfd0535a54737987522d20,2024-09-07
911,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 911","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 911",Updated function definition to include colon,https://github.com/open-source-repo/commit/2104437d9a4c3876838ff2ce5186d048c756021a,2025-02-12
912,"while True
    do_something()
# Sample ID: 912","while True:
    do_something()
# Sample ID: 912",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/04db002e8b85257777fbb070b3926ada92ddf2e8,2025-06-01
913,"x = [1, 2, 3]
print x
# Sample ID: 913","x = [1, 2, 3]
print(x)
# Sample ID: 913",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/5b86c84fe66b0338eb72d6b74eafadf7933f4d59,2023-12-01
914,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 914","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 914",Added missing parentheses for print function,https://github.com/open-source-repo/commit/66b551ff6a189c5210b5bd3a6a33851eb40caf5a,2024-04-13
915,"def add(a, b)
    return a + b
# Sample ID: 915","def add(a, b):
    return a + b
# Sample ID: 915",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/51c4a9fca89515fc8fe2000fb1fa02ac04334af0,2024-10-21
916,"for i in range(10):
print(i)
# Sample ID: 916","for i in range(10):
    print(i)
# Sample ID: 916",Updated function definition to include colon,https://github.com/open-source-repo/commit/f06426c5367489fe09e55eaa46e766175dc25a27,2025-07-28
917,"while True
    do_something()
# Sample ID: 917","while True:
    do_something()
# Sample ID: 917",Improved readability with proper indentation,https://github.com/open-source-repo/commit/40c905fa7e074951134556547209ed6b7b27699b,2024-06-01
918,"if x = 5:
    print('x is 5')
# Sample ID: 918","if x == 5:
    print('x is 5')
# Sample ID: 918",Improved readability with proper indentation,https://github.com/open-source-repo/commit/ce61bd2a23bc08b739c95535ee9774cf784c2486,2023-08-13
919,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 919","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 919",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/46987a69b29a497107464e282b8eb6e1c0cfc54a,2024-12-02
920,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 920","def greet(name):
    print('Hello, ' + name)
# Sample ID: 920",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/5dfa13ebe0ed9ce161ef75d02d4e8a708487f783,2024-08-28
921,"def add(a, b)
    return a + b
# Sample ID: 921","def add(a, b):
    return a + b
# Sample ID: 921",Minor syntax corrections,https://github.com/open-source-repo/commit/d7e67d862d046ed7869d3fe677f0cb5f296c790f,2023-11-15
922,"if x = 5:
    print('x is 5')
# Sample ID: 922","if x == 5:
    print('x is 5')
# Sample ID: 922",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/d6a8f38e5552e700613b234b6e74c1751547a46c,2024-09-05
923,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 923","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 923",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/32e685c781cf18d942fb2503c0b475d662d443c5,2024-11-30
924,"def foo()
    print('Missing colon in function definition')
# Sample ID: 924","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 924",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/2eb33890d0ddcf135d549db45a1909e16cda8b82,2023-12-05
925,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925",Added missing parentheses for print function,https://github.com/open-source-repo/commit/a2409a3746cb7d70e851bae7b4fbb1f17dd740e2,2024-07-13
926,"if x = 5:
    print('x is 5')
# Sample ID: 926","if x == 5:
    print('x is 5')
# Sample ID: 926",Minor syntax corrections,https://github.com/open-source-repo/commit/dd26514d6e61f3dd0c9ac11f3206f04d44de56ae,2023-08-18
927,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 927","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/c973b37b0370f0215216e7da9711be26c4d2b109,2023-10-19
928,"x = [1, 2, 3]
print x
# Sample ID: 928","x = [1, 2, 3]
print(x)
# Sample ID: 928",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/f5d728a87047fbf84386fd52d3e686589114b48d,2025-01-02
929,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 929","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 929",Improved readability with proper indentation,https://github.com/open-source-repo/commit/52cefafbe785ced8fc447ea420c9b7bdb88e7e83,2024-01-09
930,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 930","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 930",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/65a969713119d69da6a67717a92800b3be963a95,2023-12-23
931,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 931","def greet(name):
    print('Hello, ' + name)
# Sample ID: 931",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/cfd66148a5903154f9ea11aaf50764d80651b0c2,2023-11-29
932,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 932","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 932",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/689e96dbae28a98f707d8fbcdb5c4ac12ef84da2,2024-08-03
933,"x = [1, 2, 3]
print x
# Sample ID: 933","x = [1, 2, 3]
print(x)
# Sample ID: 933",Minor syntax corrections,https://github.com/open-source-repo/commit/5b0c285d0871ac8464ca41120b9df9743d6df0fc,2024-11-05
934,"if x = 5:
    print('x is 5')
# Sample ID: 934","if x == 5:
    print('x is 5')
# Sample ID: 934",Updated function definition to include colon,https://github.com/open-source-repo/commit/fd9d6e6c7b202cfabf775c6c633ef885a615a59c,2024-02-12
935,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 935","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 935",Improved readability with proper indentation,https://github.com/open-source-repo/commit/4cdb4dcb6c83e86cb24c43d97e24f1e13849de78,2024-09-18
936,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 936",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/8ecfd2571d81e5f1b014081ec0195ec313b6ced9,2023-09-25
